"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","VPNummer","Fahrt[Manuell]","Fahrt[HandsOn]","Fahrt[HandsOff]","Probandencode[Vorname]","Probandencode[StrasseWohnort]","Probandencode[TagGeburtstag]","VertrauenNachbefragu[Einschaetzen]","VertrauenNachbefragu[ZustandSystem]","VertrauenNachbefragu[KenneSysteme]","VertrauenNachbefragu[Vetrauenswuerdig]","VertrauenNachbefragu[Unbekanntvorsichtig]","VertrauenNachbefragu[Zuverlaessig]","VertrauenNachbefragu[Unvorhersehbar]","VertrauenNachbefragu[Wohlergehen]","VertrauenNachbefragu[Vertrauen]","VertrauenNachbefragu[Ausfall]","VertrauenNachbefragu[Nachvollziehen]","VertrauenNachbefragu[Systemvertrauen]","VertrauenNachbefragu[komplizierteAufgaben]","VertrauenNachbefragu[VerlassSystem]","VertrauenNachbefragu[FehlerSystem]","VertrauenNachbefragu[VorhersageSystem]","VertrauenNachbefragu[NutzungSystem]","VertrauenNachbefragu[AutomatisierteSystem]","VertrauenNachbefragu[UeberzeugungSystem]","Akzeptanz[NuetzlichFahren]","Akzeptanz[Fahrleistung]","Akzeptanz[ZielSicher]","Akzeptanz[InteraktionSystem]","Akzeptanz[LeichtesUmgang]","Akzeptanz[EinfacheBedienung]","Akzeptanz[ErlernenBedienung]","Akzeptanz[GuteIdee]","Akzeptanz[InteressanterFahren]","Akzeptanz[SpassSystem]","Akzeptanz[MagInteraktionSystem]","Akzeptanz[SicheresFahrverhalte]","Akzeptanz[NoetigeWissen]","Akzeptanz[KompatibelSystem]","Akzeptanz[BeabsichtigungNutzun]","Akzeptanz[NutzungSystem]","Akzeptanz[NutzungMonate]","Akzeptanz[GefaehrlichSystem]","Akzeptanz[ErhoehteAufmerksamke]","Akzeptanz[AblenkenVerkehr]","Akzeptanz[Sicherfuehlen]","Akzeptanz[VerringerungUnfall]","Akzeptanz[Nichthinschauen]","Systemverstaendnis[EineHandamSteuer]","Systemverstaendnis[Uebersteuern]","Systemverstaendnis[StetsUeberwachen]","Systemverstaendnis[SystemFahrsicherheit]","Systemverstaendnis[FahrfremdeTaetigkeit]","Systemverstaendnis[Bewusstaktivieren]","Systemverstaendnis[GeschwVorfahrzeug]","Systemverstaendnis[AusgleichenFahruntau]","Systemverstaendnis[AnderePersonFahraufg]","Systemverstaendnis[KeineanderenFahrzeug]","Systemverstaendnis[Systemgrenze]","Systemverstaendnis[Lenktautomatisch]","Systemverstaendnis[UebernahmeFahrsituat]","Systemverstaendnis[WachbleibenAutomatio]","Systemverstaendnis[NiemlasUnaufgeforder]","Systemverstaendnis[Schlagloecher]","Systemverstaendnis[MindestabstandVoraus]","Systemverstaendnis[EingestellteGeschwin]","Systemverstaendnis[FahrstreifenwechselF]","SystemeigenesFahrzeu[Nachrichtenlesen]","SystemeigenesFahrzeu[HandTelefonieren]","SystemeigenesFahrzeu[FestFreisprechanlage]","SystemeigenesFahrzeu[EinstellenKlimaanlag]","SystemeigenesFahrzeu[Essen]","SystemeigenesFahrzeu[MakeUp]","SystemeigenesFahrzeu[InteraktionBeifahrer]","SystemeigenesFahrzeu[SuchenTasche]","OptionalNDRT[Nie]","OptionalNDRT[Sehrs]","OptionalNDRT[Selten]","OptionalNDRT[Geleg]","OptionalNDRT[Oft]","OptionalNDRT[SeOft]","PrivatesFahrzeug[NachrichtenHandy]","PrivatesFahrzeug[TelefonierenHandy]","PrivatesFahrzeug[Freisprechanlage]","PrivatesFahrzeug[Infotainment]","PrivatesFahrzeug[Essen]","PrivatesFahrzeug[MakeUp]","PrivatesFahrzeug[Beifahrer]","PrivatesFahrzeug[ObjekteSuchen]","OptionalNDRTManuell[Nie]","OptionalNDRTManuell[SehrSelten]","OptionalNDRTManuell[Selten]","OptionalNDRTManuell[Gelegentlich]","OptionalNDRTManuell[Oft]","OptionalNDRTManuell[SehrOft]","Warnmeldungen[Warnungenzuhaeufig]","Warnmeldungen[SichermitWarnsystem]","Warnmeldungen[FahrfremdeohneWarnun]","Warnmeldungen[Laestig]","ReaktionaufWarnung[WarumertoentWarnung]","ReaktionaufWarnung[RichtigeReaktion]","ReaktionaufWarnung[BewusstIgnoriert]","ReaktionaufWarnung[AufmerksamkeitaufFah]","OptionalAnmerkungenW","UeberwachungHOffon[UeberwachungSystem]","UeberwachungManuell[AufmerksamManuell]","AnderesVerhalten","OptionalAnderesVerha","KommentareStudie","KommentareFahrt","KommentareFahrtManue"
"57","2022-07-27 14:19:04","9","de","1012950191","2022-07-27 13:57:21","2022-07-27 14:19:04","52","","Y","","id","Ke","12","Eherz","Ehern","Garni","Vollz","Vollz","Vollz","Garni","Eherz","Ehern","Ehern","Vollz","Ehern","Ehern","Ehern","Weder","Ehern","Garni","Weder","Eherz","Voll1","Nich1","Neutr","Neutr","Voll1","Voll1","Voll1","Voll1","Nich0","Neutr","Neutr","Nich1","Voll0","Neutr","Voll1","Voll1","Voll1","Neutr","Voll1","Neutr","Nich1","Neutr","Nich1","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Nie","Oft","Gele","Oft","Nie","Oft","Selte","","","","","","","","","","","","","","","","","","","","","Nich2","Voll0","Nich0","Nich0","Immer","Immer","Nie0","Imme2","","StAuf","","Ja","Ablenkung vermeiden","","",""
"58","2022-07-27 16:12:49","9","de","896917699","2022-07-27 15:54:48","2022-07-27 16:12:49","53","","","Y","EL","RA","28","Vollz","Vollz","Ehern","Weder","Eherz","Vollz","Ehern","Weder","Vollz","Garni","Eherz","Eherz","Weder","Eherz","Eherz","Ehern","Ehern","Eherz","Eherz","Voll1","Nich2","Neutr","Voll1","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Voll2","Neutr","Voll2","Nich2","Neutr","Neutr","Nich2","Nich1","Nich2","Nich1","Neutr","Voll2","Nich1","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Oft","Oft","SeOft","Oft","Gele","SeOft","Selte","","","","","","","","","","","","","","","","","","","","","Nich2","Voll1","Voll2","Nich2","Imme1","Immer","Nie1","Immer","","AO03","","Ja","Nicht so oft auf Tablet geschaut ","","",""
"59","2022-07-27 17:26:40","9","de","162850620","2022-07-27 17:14:17","2022-07-27 17:26:40","54","","","Y","la","am","11","Eherz","Eherz","Vollz","Vollz","Eherz","Eherz","Ehern","Vollz","Eherz","Weder","Vollz","Eherz","Ehern","Eherz","Eherz","Ehern","Vollz","Eherz","Eherz","Voll1","Nich1","Voll0","Voll1","Voll0","Voll0","Voll0","Voll0","Voll2","Voll2","Voll1","Voll1","Voll0","Voll0","Voll0","Voll2","Voll2","Nich2","Nich2","Voll1","Voll1","Voll2","Voll1","Zutre","Zutre","Unsic","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Oft","Oft","Oft","Gele","Oft","Nie","Gele","Gele","","","","","","","","","","","","","","","","","","","","","Voll1","Voll1","Neutr","Voll2","Imme1","Imme1","Imme1","Imme1","","AO05","","Nein","","","",""
"60","2022-07-27 19:52:31","9","de","1893124857","2022-07-27 19:42:37","2022-07-27 19:52:31","55","","","Y","RA","KE","20","Vollz","Eherz","Eherz","Vollz","Eherz","Vollz","Weder","Vollz","Vollz","Garni","Vollz","Weder","Vollz","Vollz","Vollz","Ehern","Eherz","Weder","Vollz","Voll0","Voll0","Voll2","Voll2","Voll1","Voll1","Voll1","Voll0","Voll0","Voll0","Voll0","Voll2","Voll0","Voll1","Voll0","Voll1","Voll1","Nich1","Neutr","Nich1","Voll1","Voll1","Voll1","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Gele","Oft","Oft","Nie","Nie","Oft","Gele","","","","","","","","","","","","","","","","","","","","","Nich1","Voll0","Voll2","Voll2","Imme1","Imme1","Nie0","Imme1","","AO05","","Nein","","","Das System war gut",""
"61","2022-07-27 22:59:13","9","de","1722089620","2022-07-27 22:41:46","2022-07-27 22:59:13","56","","Y","","MA","LE","19","Weder","Eherz","Ehern","Weder","Eherz","Weder","Weder","Weder","Weder","Eherz","Weder","Eherz","Ehern","Weder","Vollz","Eherz","Ehern","Eherz","Eherz","Voll1","Voll1","Neutr","Neutr","Voll2","Voll1","Voll2","Voll1","Voll2","Voll2","Voll2","Neutr","Voll2","Voll1","Voll2","Voll1","Voll1","Neutr","Voll0","Neutr","Voll2","Voll2","Nich0","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Sehrs","Oft","Gele","Nie","Nie","Gele","Nie","","","","","","","","","","","","","","","","","","","","","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","Hand immer am Lenkrad, keine Warnmeldung erhalten","AO04","","Ja","","","",""
"62","2022-08-01 15:07:48","9","de","1069420553","2022-08-01 14:40:45","2022-08-01 15:07:48","57","","","Y","te","kr","30","Vollz","Vollz","Vollz","Vollz","Eherz","Eherz","Garni","Vollz","Vollz","Weder","Eherz","Vollz","Weder","Vollz","Eherz","Garni","Eherz","Eherz","Vollz","Voll0","Voll1","Voll2","Voll1","Voll0","Voll0","Voll0","Voll0","Voll1","Voll0","Voll0","Voll2","Voll0","Voll1","Voll0","Voll0","Voll0","Nich2","Nich2","Nich1","Voll0","Voll0","Nich1","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Selte","Gele","Oft","Selte","Oft","Nie","Gele","Gele","","","","","","","","","","","","","","","","","","","","","Neutr","Voll2","Voll2","Voll2","Immer","Imme1","Imme2","Imme2","","AO03","","Ja","Eigenes Auto - mehr auf Sicherheit bedacht","Gleich Rückmeldung, ob eine Frage richtig beantwortet wurde","",""
"63","2022-08-01 19:43:00","9","de","","2022-08-01 19:33:00","2022-08-01 19:43:00","58","","","Y","IE","MU","14","Eherz","Vollz","Vollz","Vollz","Eherz","Eherz","Garni","Vollz","Vollz","Ehern","Vollz","Vollz","Eherz","Vollz","Ehern","Weder","Vollz","Weder","Vollz","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Nich0","Voll0","Voll0","Neutr","Voll0","Voll0","Voll0","Voll0","Voll0","Nich0","Nich1","Nich1","Voll1","Voll0","Voll0","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Selte","SeOft","SeOft","Gele","Nie","SeOft","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich2","Voll0","Voll0","Nich0","Immer","Immer","Nie0","Immer","","AO05","","Ja","Ich hätte mich nicht so viel mit dem Tablet beschäftigt","","",""
"64","2022-08-02 09:39:38","9","de","683537627","2022-08-02 09:22:58","2022-08-02 09:39:38","59","","","Y","na","Pr","03","Eherz","Vollz","Vollz","Vollz","Eherz","Eherz","Ehern","Vollz","Eherz","Ehern","Eherz","Eherz","Weder","Eherz","Weder","Ehern","Vollz","Eherz","Vollz","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll2","Voll1","Voll1","Voll0","Voll0","Voll0","Voll0","Voll0","Voll1","Nich1","Neutr","Nich1","Voll2","Voll2","Voll1","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Sehrs","Sehrs","Gele","Oft","Gele","Nie","SeOft","Gele","","","","","","","","","","","","","","","","","","","","","Voll2","Voll0","Voll0","Voll1","Imme1","Imme2","Nie2","Imme1","","AO06","","Ja","ich denke ich wäre weniger stark abgelenkt mit einer nebentätigkeit, bwz wäre ich weniger oft mit meiner Aufmerksamkeit hin und her gewechselt zwischen Fahren und Tablet/ Aufgaben lösen. Da die Aufgaben jedoch mit Zeitdruck verbunden waren, lag hier mein Fokus klar mehr auf den Aufgaben.","","",""
"65","2022-08-02 13:49:50","9","de","463693291","2022-08-02 13:11:33","2022-08-02 13:49:50","60","","","Y","th","tr","30.","Eherz","Weder","KA","Weder","Eherz","Eherz","Ehern","Eherz","Weder","KA","Eherz","KA","Weder","Weder","Eherz","KA","Weder","KA","Weder","Voll1","Neutr","Voll2","Neutr","Neutr","Voll2","Voll2","Voll2","Neutr","Neutr","Neutr","Voll2","Neutr","Nich2","Nich2","Nich2","Nich1","Nich2","Voll2","Neutr","Neutr","Neutr","Voll0","Nzutr","Zutre","Zutre","Zutre","Unsic","Zutre","Zutre","Nzutr","Nzutr","Unsic","Unsic","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Nie","Selte","Selte","Gele","Nie","Sehrs","Nie","","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Nich0","Nich0","Immer","Immer","Nie0","Immer","","AO06","","Nein","","sehr interssant und wichtig","spannend aber auch etwas anstrengend",""
"66","2022-08-02 15:48:15","9","de","710305332","2022-08-02 15:30:33","2022-08-02 15:48:15","61","","","Y","ia","sc","02.05.","Vollz","Vollz","Vollz","Vollz","Eherz","Vollz","Ehern","Vollz","Vollz","Vollz","Vollz","Vollz","Vollz","Vollz","Vollz","Eherz","Vollz","Vollz","Vollz","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Nich0","Nich0","Nich0","Voll0","Voll0","Voll1","Nzutr","Zutre","Nzutr","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Selte","SeOft","Oft","Oft","Oft","SeOft","Oft","telefonieren ohne Freisprechen","zu schnell fahren","unaufmeksam","müde","","pünktlich sein","","","","","","","","","","","","","","","Nich1","Voll0","Nich1","Nich0","Immer","Immer","Nie0","Imme1","","StAuf","","Ja","nicht am Tablett","","",""
"67","2022-08-02 17:37:48","9","de","210747721","2022-08-02 17:20:14","2022-08-02 17:37:48","62","","Y","","PA","RO","09","Eherz","Eherz","Ehern","Ehern","Vollz","Eherz","Ehern","Eherz","Ehern","Vollz","Eherz","Ehern","Eherz","Ehern","KA","Eherz","Garni","Weder","Eherz","Voll2","Voll2","Nich2","Nich2","Voll2","Voll2","Voll2","Voll2","Nich2","Nich2","Nich2","Nich2","Voll2","Neutr","Voll2","Voll2","Nich2","Voll2","Voll2","Voll0","Nich2","Nich2","Nich0","Zutre","Nzutr","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Unsic","Unsic","Unsic","Nzutr","Zutre","Unsic","Nzutr","Nzutr","Nie","Nie","Nie","Gele","Gele","Nie","Gele","Nie","","","","","","","","","","","","","","","","","","","","","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","Hände immer am Lenkrad, keine Warnung erhalten","Unauf","","Ja","mehr auf die Straße geschaut, kaum gelesen ","","",""
"68","2022-08-02 19:23:46","9","de","708293020","2022-08-02 19:18:17","2022-08-02 19:23:46","63","Y","","","HA","SC","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Selte","SehrS","Nie","SehrS","Nie","Nie","Oft","Selte","","","","","","","","","","","","","","","","","1","Ja","Ich hätte nicht am Tablet gespielt.","","",""
"69","2022-08-03 13:27:42","9","de","592641443","2022-08-03 12:51:20","2022-08-03 13:27:42","64","","","Y","ES","AN","30","Weder","Eherz","Eherz","Eherz","Ehern","Weder","Garni","Eherz","Ehern","Eherz","Eherz","Eherz","Ehern","Weder","Vollz","Eherz","Ehern","Eherz","Eherz","Voll1","Voll1","Nich1","Voll2","Voll1","Voll1","Voll1","Voll2","Voll1","Voll2","Voll1","Nich1","Voll1","Voll1","Voll1","Voll1","Nich1","Nich2","Nich2","Voll2","Voll2","Voll1","Nich2","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Oft","SeOft","SeOft","Oft","Oft","Selte","Oft","Gele","","","","","","","","","","","","","","","","","","","","","Nich2","Voll0","Voll1","Nich2","Imme1","Imme1","Nie2","Geleg","Waren häufig, aber auch notwendig für Sicherheit","AO02","","Ja","Wenn bekannt ist, dass Fehler passieren können durch das L2 System, würde ich stets aufmerksam sein und primär auf das Fahrgeschehen und nocht auf das Tablet achten","super Sache! Tolle Umsetzung!","",""
"70","2022-08-03 15:28:04","9","de","1384023656","2022-08-03 14:59:50","2022-08-03 15:28:04","66","","Y","","LA","LA","03","Eherz","Vollz","Ehern","Vollz","Weder","Eherz","Ehern","Weder","Eherz","Ehern","Vollz","Eherz","Ehern","Eherz","Vollz","Weder","Ehern","Eherz","Eherz","Voll0","Voll2","Voll2","Neutr","Voll1","Voll1","Voll0","Voll2","Nich2","Nich2","Voll2","Neutr","Voll2","Neutr","Voll1","Voll0","Voll1","Neutr","Voll2","Voll2","Nich2","Nich2","Nich0","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Unsic","Unsic","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Selte","Gele","SeOft","SeOft","SeOft","SeOft","Oft","SeOft","","","","","","","","","","","","","","","","","","","","","Nich0","Nich0","Nich0","Nich0","Nie0","Nie0","Nie0","Nie0","keine Warnungen bekommen","AO02","","Ja","Ich würde nicht so lang am Tablet oder mit einer Aktivität beschäftigt sein, bei der ich den Verkehr nicht beobachte. ","","",""
"71","2022-08-03 18:50:11","9","de","575043519","2022-08-03 18:36:21","2022-08-03 18:50:11","67","","","Y","IT","OR","29","Eherz","Eherz","Ehern","KA","Weder","Vollz","Garni","Eherz","Eherz","Ehern","Eherz","Eherz","Vollz","Eherz","Weder","Ehern","Garni","Eherz","Eherz","Voll0","Voll2","Voll1","Voll1","Voll1","Voll1","Voll2","Voll1","Neutr","Voll1","Voll1","Voll1","Voll1","Voll2","Voll1","Voll2","Neutr","Nich0","Nich0","Nich0","Voll2","Voll1","Voll2","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Gele","Gele","Oft","Gele","Oft","Nie","SeOft","Gele","","","","","","","","","","","","","","","","","","","","","Nich2","Voll1","Voll2","Nich2","Immer","Immer","Nie0","Imme1","","AO05","","Ja","Ich hätte weniger häufig auf das Tablett geschaut und die Aufgaben bearbeitet.","","",""
"72","2022-08-03 20:43:47","9","de","426992438","2022-08-03 20:32:16","2022-08-03 20:43:47","68","","Y","","Te","Ri","28","Eherz","Weder","Vollz","Eherz","Ehern","Eherz","Ehern","Vollz","Eherz","Ehern","Eherz","Eherz","Eherz","Eherz","Eherz","Ehern","Vollz","Eherz","Eherz","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll0","Neutr","Voll2","Voll1","Voll1","Voll1","Voll1","Voll0","Voll0","Voll0","Nich1","Neutr","Nich2","Voll1","Voll0","Nich0","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Unsic","Nzutr","Nzutr","Unsic","Zutre","Zutre","Zutre","Nzutr","Unsic","Zutre","Zutre","Nzutr","Gele","Sehrs","Oft","SeOft","Oft","Gele","SeOft","Gele","","","","","","","","","","","","","","","","","","","","","Nich1","Voll0","Voll1","Nich1","Imme1","Imme1","Nie0","Immer","","AO06","","Ja","Weniger Beschäftigung mit dem Tablet da reale Gefahrensituationen reale Unfälle generieren können","","",""
"73","2022-08-04 10:59:53","9","de","2078258594","2022-08-04 10:44:15","2022-08-04 10:59:53","69","","Y","","EN","MO","07","Weder","Eherz","Vollz","Weder","Eherz","Ehern","Garni","Weder","Ehern","Weder","Eherz","Garni","Ehern","Ehern","Vollz","Garni","Vollz","Weder","Weder","Voll1","Nich0","Nich1","Voll2","Voll2","Voll2","Voll2","Voll2","Nich1","Voll2","Voll2","Nich1","Voll2","Neutr","Neutr","Neutr","Nich2","Voll2","Nich2","Voll1","Nich2","Nich0","Voll2","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Unsic","Unsic","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Sehrs","Sehrs","Oft","SeOft","Oft","Sehrs","Gele","Nie","","","","","","","","","","","","","","","","","","","","gelesen","Nich0","Voll0","Voll0","Nich0","Immer","Immer","Nie0","Immer","","AO05","","Ja","Mehr Aufmerksamkeit für die Straße. In Studie fühlt man sich durch die Fragen und den Zeidruck gedrängt auf das Tablet zu schauen. Bei normaler Fahrt hat man diesen ""Zwang"" nicht.","","Höhere Auflösung der Projektion wäre nett",""
"74","2022-08-04 12:59:15","9","de","525846116","2022-08-04 12:38:44","2022-08-04 12:59:15","70","","Y","","ta","Wi","25.06.","Ehern","Ehern","Garni","Eherz","Vollz","Ehern","Eherz","Vollz","Ehern","Weder","Eherz","Weder","Eherz","Ehern","Vollz","Vollz","Garni","Ehern","Eherz","Voll0","Voll0","Voll1","Voll2","Voll2","Voll0","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Voll1","Neutr","Voll1","Voll1","Voll1","Nich0","Nich2","Nich0","Voll1","Neutr","Nich0","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nie","Nie","Sehrs","Nie","Nie","Nie","Sehrs","Nie","Augen schließen","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Neutr","Nich0","Immer","Immer","Nie0","Immer","Warnmeldungen hätten sehr viel früher einsetzen müssen.","AO03","","Nein","","","Es ist erschreckend, wie abgelenkt ich vom Tablet war.",""
"75","2022-08-04 14:39:17","9","de","486896149","2022-08-04 14:32:28","2022-08-04 14:39:17","71","Y","","","el","hu","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie","Nie","Selte","Oft","Selte","Nie","SehrS","SehrS","","","","","","","","","","","","","","","","","5","Ja","Mein Konzentration liegt zu 99% beim Fahren.","nein","","nein"
"76","2022-08-04 18:06:00","9","de","275859402","2022-08-04 17:51:30","2022-08-04 18:06:00","72","","","Y","UR","BE","01","Eherz","Weder","Garni","Eherz","Vollz","Eherz","Ehern","Vollz","Eherz","Ehern","Weder","Ehern","Vollz","Eherz","Weder","Ehern","Garni","Eherz","Eherz","Voll1","Nich0","Voll1","Nich1","Voll2","Nich1","Neutr","Voll2","Nich2","Neutr","Neutr","Voll2","Nich2","Nich2","Voll2","Neutr","Voll2","Neutr","Voll2","Voll1","Voll2","Voll1","Nich1","Nzutr","Zutre","Zutre","Unsic","Zutre","Zutre","Unsic","Nzutr","Nzutr","Nzutr","Unsic","Zutre","Zutre","Zutre","Nzutr","Unsic","Zutre","Zutre","Nzutr","Nie","Nie","Selte","Sehrs","Selte","Sehrs","Oft","Sehrs","","","","","","","","","","","","","","","","","","","","","Voll2","Voll0","Voll0","Nich2","Imme2","Nie1","Nie0","Imme1","","AO06","","Ja","Ich wäre aufmerksamer gewesen, hätte mehr auf den Straßenverkehr geachtet und schneller auf die Warnsignale reagiert.","","",""
"77","2022-08-04 19:44:40","9","de","1293263965","2022-08-04 19:28:10","2022-08-04 19:44:40","73","","","Y","DE","HE","06.03.1963","Eherz","Eherz","Garni","Vollz","Weder","Vollz","Garni","Vollz","Eherz","Weder","Eherz","Eherz","Eherz","Eherz","Ehern","Garni","Garni","KA","Eherz","Voll1","Voll1","Voll1","Voll1","Voll1","Voll0","Voll0","Voll1","Neutr","Voll2","Neutr","Voll2","Voll1","Neutr","Voll1","Voll1","Voll1","Nich1","Nich1","Neutr","Voll2","Voll2","Nich1","Nzutr","Unsic","Nzutr","Nzutr","Nzutr","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Unsic","Zutre","Zutre","Zutre","Nzutr","Sehrs","Sehrs","Gele","Selte","Gele","Nie","Oft","Gele","","","","Bedienes des Handys zum Musik hören","","","","","","","","","","","","","","","","","Voll2","Neutr","Nich1","Voll2","Imme2","Immer","Nie1","Imme1","","AO04","","Nein","","","",""
"78","2022-08-04 22:07:19","9","de","805331231","2022-08-04 21:54:36","2022-08-04 22:07:19","74","","Y","","IN","KO","19","Eherz","Eherz","Vollz","Vollz","Weder","Eherz","Garni","Vollz","Eherz","Garni","Vollz","Eherz","Weder","Eherz","Weder","Ehern","Vollz","Eherz","Eherz","Voll0","Neutr","Voll2","Voll2","Voll1","Voll0","Voll0","Voll1","Neutr","Voll2","Voll2","Voll2","Voll1","Voll1","Voll0","Voll0","Voll0","Nich2","Neutr","Nich2","Voll2","Voll2","Voll2","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Oft","Oft","Oft","Gele","Sehrs","Selte","Sehrs","","","","","","","","","","","","","","","","","","","","","Nich0","Voll2","Nich1","Nich0","Immer","Immer","Nie0","Immer","","AO04","","Nein","","","",""
"79","2022-08-05 10:01:35","9","de","1187290086","2022-08-05 09:47:17","2022-08-05 10:01:35","75","","Y","","LE","CH","25","Ehern","Vollz","Ehern","Vollz","Vollz","Vollz","Garni","Weder","Eherz","Ehern","Eherz","Vollz","Ehern","Eherz","Vollz","Ehern","Garni","Weder","Eherz","Voll0","Voll0","Voll1","Voll1","Voll1","Voll0","Voll1","Voll0","Voll0","Voll1","Voll1","Voll1","Voll0","Neutr","Voll0","Voll2","Voll0","Voll0","Voll2","Voll1","Voll1","Voll0","Nich2","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Selte","Gele","Oft","Oft","Oft","Sehrs","SeOft","Selte","","","","","","","","","","","","","","","","","","","","","Nich0","Voll1","Voll2","Nich1","Imme1","Immer","Nie0","Immer","","AO03","","Nein","","","",""
"80","2022-08-05 11:36:29","9","de","281385001","2022-08-05 11:26:25","2022-08-05 11:36:29","76","","Y","","NA","KA","18","Eherz","Eherz","Vollz","Vollz","Vollz","Eherz","Weder","Eherz","Eherz","Weder","Ehern","Eherz","Weder","Eherz","Eherz","Weder","Vollz","Eherz","Eherz","Voll1","Neutr","Voll2","Voll2","Voll1","Voll0","Voll0","Voll1","Nich1","Neutr","Neutr","Voll2","Voll1","Voll1","Neutr","Neutr","Voll2","Nich1","Neutr","Nich2","Voll1","Voll1","Nich1","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Selte","Nie","Oft","Oft","Gele","Nie","Gele","Selte","","","","","","","","","","","","","","","","","","","","","Nich1","Voll0","Nich2","Nich0","Nie1","Nie2","Nie0","Nie0","Nach Auftreten der Warnmeldung musste man sich zunächst kurz die Situation erkennen","AO02","","Ja","Ich hätte mich nicht so lange/intensiv mit der fahrfremden Tätigkeit beschäftigt","","",""
"81","2022-08-05 13:48:55","9","de","898288514","2022-08-05 13:36:20","2022-08-05 13:48:55","77","","","Y","RA","AM","04","Eherz","Vollz","Eherz","Vollz","Garni","Eherz","Garni","Vollz","Eherz","Weder","Vollz","Eherz","Weder","Eherz","Eherz","Garni","Vollz","Vollz","Vollz","Voll0","Neutr","Neutr","Voll1","Voll0","Voll0","Voll0","Voll0","Neutr","Voll2","Voll1","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Nich1","Nich1","Nich0","Voll0","Voll0","Voll0","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Unsic","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","SeOft","SeOft","SeOft","SeOft","Nie","SeOft","Oft","","","","","","","","","","","","","","","","","","","","","Neutr","Voll0","Voll0","Nich1","Immer","Immer","Nie0","Immer","","AO05","","Ja","Ich hätte deutlich weniger auf das Tablet geschaut, wenn das Ziel nicht so viele Fragen wie möglich gewesen wären","","",""
"82","2022-08-05 15:47:28","9","de","509666790","2022-08-05 15:36:01","2022-08-05 15:47:28","78","","Y","","la","Mi","25","Eherz","Vollz","Vollz","Eherz","Eherz","Eherz","Eherz","Eherz","Weder","Weder","Vollz","Weder","Eherz","Weder","Vollz","Vollz","Vollz","Weder","Weder","Voll2","Nich0","Neutr","Neutr","Voll0","Voll0","Voll0","Voll1","Nich2","Neutr","Neutr","Voll2","Voll0","Voll0","Voll0","Voll0","Voll0","Neutr","Voll0","Voll0","Voll2","Voll1","Voll1","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nie","Nie","Nie","Gele","Nie","Nie","Oft","Sehrs","","","","","","","","","","","","","","","","","","","","","Neutr","Neutr","Nich0","Nich0","Immer","Nie2","Nie0","Immer","","AO04","","Nein","","","",""
"83","2022-08-05 17:43:28","9","de","997575377","2022-08-05 17:28:03","2022-08-05 17:43:28","79","","Y","","IA","SC","10","Eherz","Vollz","Eherz","Vollz","Ehern","Eherz","Ehern","Vollz","Vollz","Ehern","Vollz","Vollz","Eherz","Vollz","Eherz","Ehern","Eherz","Eherz","Vollz","Voll0","Voll2","Voll1","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll0","Voll1","Voll0","Voll0","Voll0","Nich1","Voll2","Voll2","Voll0","Voll1","Nich1","Zutre","Zutre","Zutre","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Nzutr","Nzutr","Nzutr","Nzutr","Zutre","Zutre","Nzutr","Zutre","Zutre","Zutre","Nzutr","Gele","Sehrs","Gele","Gele","SeOft","Nie","Oft","Oft","","","","","","","","","","","","","","","","","","","","","Nich0","Voll0","Neutr","Nich0","Imme1","Imme1","Nie0","Immer","","AO06","","Nein","","","",""

